text,prediction,true
"Aims: The aims of the experiment were to synthesize and isolate SnI4 from its respective elements, and to investigate the compound�s reactivity and chemical behavior with tests. Procedure: Tin metal (1g) was added to a flask along with iodine pellets (2.5g), toluene (10cm3) and a few anti-bumping granules. This mixture was heated under reflux until the condensing solvent ran clear. The solvent in the flask was allowed to cool to the point where the solvent stopped condensing, and then was decanted. Petroleum spirit 40-60 (10cm3) was then added to the refluxed solvent. The residual tin metal left in the reaction flask was washed with acetone and then weighed. The solution in the flask was allowed to cool fully, and the crystals that formed were then filtered using vacuum filtration � the crystals were washed with cold petroleum spirit 40-60 throughout. Once the crystals were washed and dried, they were weighed. A solution was then made; a combination of the crystals (micro-spatula tip) and water (15mL). A sequence of tests was then carried out on the solution (1-2mL for each test); first being the addition of silver nitrate (0.1M, 4-5 drops). Then, for the second test, a copper wire was heated in a Bunsen flame, dipped into the solution, then placed back into the flame. For the last test, hydrogen peroxide (3%, 10 drops) and petroleum spirit 40-60 (2-3mL) were added to the solution. Aims: The aims of the experiment were to synthesize and isolate SnI4 from its respective elements, and to investigate the compound�s reactivity and chemical behavior with tests. Procedure: Tin metal (1g) was added to a flask along with iodine pellets (2.5g), toluene (10cm3) and a few anti-bumping granules. This mixture was heated under reflux until the condensing solvent ran clear. The solvent in the flask was allowed to cool to the point where the solvent stopped condensing, and then was decanted. Petroleum spirit 40-60 (10cm3) was then added to the refluxed solvent. The residual tin metal left in the reaction flask was washed with acetone and then weighed. The solution in the flask was allowed to cool fully, and the crystals that formed were then filtered using vacuum filtration � the crystals were washed with cold petroleum spirit 40-60 throughout. Once the crystals were washed and dried, they were weighed.",0.721024751663208,0.7300000190734863
"The aim of this experiment is to prepare tin iodide (SnI4) and test its reactivity. Tin metal (1g) and elemental iodine (2.5g) were suspended in toluene (10cm3) and heated under reflux. A violet vapor condenses and the mixture was heated until this condensing vapor was colourless, and the solution is orange. The hot solution was decanted, petroleum spirit 40/60 (10cm3) was added and it was left to cool to room temperature. Once orange crystals formed the solution was further cooled in an ice bath. The crystals (SnI4) were filtered with a Bucher funnel using cold petroleum 40/60 (10cm3) to wash them. The tin remaining from the reaction flask was washed with acetone and left to dry. Chemical tests were performed using a dilute aqueous solution of the orange crystals prepared. First pH paper was used to measure the pH of the solution. 0.1M silver nitrate (4-5 drops) was mixed with the solution of tin iodide (1-2mL). A Beilstein flame test was performed by dipping a hot copper wire into the SnI4 solution and burning in a Bunsen flame. Finally, hydrogen peroxide (3%, 10drops) was mixed with the SnI4 solution (1-2mL) and petrol (3 drops). The aim of this experiment is to prepare tin iodide (SnI4) and test its reactivity. Tin metal (1g) and elemental iodine (2.5g) were suspended in toluene (10cm3) and heated under reflux. A violet vapor condenses and the mixture was heated until this condensing vapor was colourless, and the solution is orange. The hot solution was decanted, petroleum spirit 40/60 (10cm3) was added and it was left to cool to room temperature. Once orange crystals formed the solution was further cooled in an ice bath. The crystals (SnI4) were filtered with a Bucher funnel using cold petroleum 40/60 (10cm3) to wash them. The tin remaining from the reaction flask was washed with acetone and left to dry.",0.7833037376403809,0.6499999761581421
"Aim: to prepare a tin iodide species from its elements, isolate it and examine the reactivity of the product using three different tests, including flame testing. Tin metal (1.06g, 0.0089 mol), iodine (2.52g, 0.0099 mol), toluene (10cm3) and 2 or 3 anti-bumping granules were refluxed at 60% power until the violet vapour became clear. The flask was then cooled to where the solvent stopped condensing. Petroleum spirit 40/60 (10cm3) was added and the solution was left to cool to room temperature. The residual tin was washed with acetone, left to dry then weighed (0.57g, 0.0048mol). The flask was cooled in an ice bath and then the crystals were filtered and washed with cold petroleum spirit 40/60 and weighed (1.46g, 0.0023 mol). A heaped microspatula tip of SnI4 was dissolved in water (20mL). Test 1: the SnI4 solution (1mL) and 0.1M silver nitrate (4 drops) were shaken together Test 2: SnI4 solution (1mL) was flame tested Test 3: SnI4 solution (1mL) and 3% hydrogen peroxide (10 drops) were shaken together and then                                     petrol (2mL) was added and swirled. Aim: to prepare a tin iodide species from its elements, isolate it and examine the reactivity of the product using three different tests, including flame testing. Tin metal (1.06g, 0.0089 mol), iodine (2.52g, 0.0099 mol), toluene (10cm3) and 2 or 3 anti-bumping granules were refluxed at 60% power until the violet vapour became clear. The flask was then cooled to where the solvent stopped condensing. Petroleum spirit 40/60 (10cm3) was added and the solution was left to cool to room temperature. The residual tin was washed with acetone, left to dry then weighed (0.57g, 0.0048mol). The flask was cooled in an ice bath and then the crystals were filtered and washed with cold petroleum spirit 40/60 and weighed (1.46g, 0.0023 mol). A heaped microspatula tip of SnI4 was dissolved in water (20mL). Test 1: the SnI4 solution (1mL) and 0.1M silver nitrate (4 drops) were shaken together Test 2: SnI4 solution (1mL) was flame tested",0.7210491299629211,0.8799999952316284
"The aim of this experiment was to become more acquainted at using the reflux condenser and be able the Buchner funnel. The aim was also to become better suited at weighing out accurate measurements, dealing with more dangerous substances. After using a weighing out about 1g of tin metal and transferring it into a round-bottomed flask using a plastic funnel, I added the appropriate amount of iodine (2.5g), again with the plastic funnel and set up the apparatus for reflux. Then after adding 10 cm� of toluene and a few anti-bumping granules, the heat was ready to be applied for reflux. After the reaction has finished, which will be visible by the solution going an orange colour and the vapours becoming colourless, I decanted the tin metal to a watch glass to weigh it. Once the solution has then cooled using an ice bath, it was then time to filter off the crystals using the Buchner funnel, washing them with 10cm� of petroleum spirit 40/60. Finally, after weighing my dried crystals I dissolved them in a small amount of water to prepare them for 3 tests. The first, during which I would add a small amount of silver nitrate, the second in which I would heat a copper wire and then after getting some of my solution on it, I would I test the flame colour and finally I would add small amounts of hydrogen peroxide and a similar amount of petrol to take note on the colours of the biphasic solution. The aim of this experiment was to become more acquainted at using the reflux condenser and be able the Buchner funnel. The aim was also to become better suited at weighing out accurate measurements, dealing with more dangerous substances.",0.7763908505439758,0.6800000071525574
"In this experiment SnI4 crystals were synthesised and purified from Sn and I2. The crystals were dissolved in water and then tested using three tests: a) addition of silver nitrate b) Beilstein test c) addition of hydrogen peroxide and petrol. This enabled the reactivity of SnI4 to be investigate. Tin (1.0g), iodine (2.5g) and toluene (10cm3) were added to a reaction flask and reflux carried out until the condensed solvent had become colourless. The resulting solution was decanted leaving the tin residue in the reaction flask.  The tin residue was then washed using acetone and the dried tin residue weighed. Petroleum spirit 40/60 (10cm3) was added to the decanted solution and cooled using an ice bath allowing crystals to form. The crystals were then filtered under a vacuum and washed with petroleum spirit 40/60. The dried crystals of SnI4 were then weighed. A micro spatula of the SnI4 crystals were dissolved in water (15-20cm3). The dissolved solution of crystals (1-2mL) were add to silver nitrate 0.1M (4-5drops) and observations recorded. A heated end of copper wire was then dipped into the dissolved solution (1-2mL) and placed under a Bunsen burner. The flame colour was recorded. Dissolved solution (1-2mL) was added to 3% hydrogen peroxide (10 drops) and petrol (2-3mL) and observations recorded. In this experiment SnI4 crystals were synthesised and purified from Sn and I2. The crystals were dissolved in water and then tested using three tests: a) addition of silver nitrate b) Beilstein test c) addition of hydrogen peroxide and petrol. This enabled the reactivity of SnI4 to be investigate.",0.6766773462295532,0.9800000190734863
"The aim of the following experiment was to understand how to prepare tin iodide (SnI4) from its elements by heating under reflux and filtering under reduced pressure. In the second part of the experiment the reactivity of the tin oxide was measured by carrying out a series of chemical tests. A Quickfit round-bottom flask (100mL) was equipped with a plastic powder funnel and tin metal (1.0g) was transferred into it. Iodine (2.5g), toluene (10cm3) and anti-bumping granules were also transferred into the reaction flask respectively. The apparatus for heating under reflux was set up ensuring there are no leaks. The mantle was turned on (60% power) and the violet solution was heated until it turned orange and the condensing solvent was clear. The mantle was switched off after the heating period and the flask cooled until the solvent stopped condensing. The solution was then decanted into a conical flask (100cm3), leaving the residual tin, and petroleum spirit 40/60 (10cm3) was added, allowing the conical flask to cool to room temperature. The residual tin was washed with acetone, dried and then weighed, while the conical flask was placed in an ice bath. The crystals formed in the conical flask were filtered using a Buchner funnel, washed with petroleum spirit 40/60 (10cm3) and weighed. A micro spatula of SnI4 was dissolved in water (15mL) and shaken until dissolved. The pH of the solution was checked and used in the chemical tests. In test 1, 0.1 M silver nitrate (5 drops) was added to the SnI4 solution (1-2mL) and shaken gently for. In test 2, a copper wire was heated, immersed in the SnI4 solution (1-2mL) and then heated again. In test 3, 3% hydrogen peroxide (10 drops) was added to the SnI4 solution (1-2mL) and the solution shaken. Petrol was then added (2mL) and the solution gently swirled. The aim of the following experiment was to understand how to prepare tin iodide (SnI4) from its elements by heating under reflux and filtering under reduced pressure. In the second part of the experiment the reactivity of the tin oxide was measured by carrying out a series of chemical tests. A Quickfit round-bottom flask (100mL) was equipped with a plastic powder funnel and tin metal (1.0g) was transferred into it. Iodine (2.5g), toluene (10cm3) and anti-bumping granules were also transferred into the reaction flask respectively. The apparatus for heating under reflux was set up ensuring there are no leaks. The mantle was turned on (60% power) and the violet solution was heated until it turned orange and the condensing solvent was clear. The mantle was switched off after the heating period and the flask cooled until the solvent stopped condensing. The solution was then decanted into a conical flask (100cm3), leaving the residual tin, and petroleum spirit 40/60 (10cm3) was added, allowing the conical flask to cool to room temperature. The residual tin was washed with acetone, dried and then weighed, while the conical flask was placed in an ice bath. The crystals formed in the conical flask were filtered using a Buchner funnel, washed with petroleum spirit 40/60 (10cm3) and weighed.",0.7114693522453308,0.699999988079071
"The aim of this experiment is to prepare a tin iodide (SnI4) solution from its original elements and interpreting the reactivity of the isolated solution through numerous trials. A 100ml Quickfit round-bottom flask was connected with a plastic powder funnel and then 1g of tin and 2.5g of iodine pellets was transferred to the flask and mixed with 10cm3 of toluene and a few anti-bumping granules. A reflux condenser was attached, and the mixture was heated (60% power) until purple vapor formed and began to condense and the solution color changed from purple to orange. After condensation stopped, the liquid solution was transferred to a conical flask and the tin residue left behind to dry. The solution was then given a few minutes to cool to form the orange crystals. Next, using a Buchner Funnel, the crystals are filtered out and weighed. A sample of the orange crystals was mixed with water and the resulting solution was placed into three testing tubes. The first test conducted was adding a few drops of silver nitrate and then record the reactivity. The second experiment conducted was a Beinstein Flame test where a copper wire was soaked in the solution and placed over a flame to reveal a distinct color. The final test conducted was adding a few drops of hydrogen peroxide and 2-3mL of petroleum to observe the changes that occur.",0.7330068945884705,0.5299999713897705
"The aim of the experiment was to prepare the SnI4 from tin and iodine, isolate the product and examine its reactivity. 1g of tin metal, 2.5g of iodine, 10cm3 of toluene and 3 anti-bumping granules were added to a 100cm3 round bottom flask. The flask was then attached to a reflux condenser and placed in a heating mantle set to 100C to be heated until the purple vapour turned clear and the solution changed from purple to orange, the flask was then allowed to cool before the solution was decanted into a 100cm3 conical flask. 10cm3 of petroleum spirit 40/60 was added to the conical flask and left to cool in an ice bath. While the solution was cooling in the ice bath the left-over tin in the round bottom flask was washed with acetone then dried and weighed on a watch glass. The orange crystals formed in the conical flask were filtered and washed with cold petroleum spirit 40/60 under suction. The weight of the dried crystals was then recorded. To test the properties of the new crystals 1 heaped micro-spatula was dissolved in 15-20ml of water and shaken until the orange solid was no longer visible, the pH of the solution was tested using pH paper. The solution was then used in the following three tests. ~2ml of the solution was transferred to a test tube and 5 drops of 0.1M silver nitrate added, the mixture was then gently shaken and any observations recorded. ~2ml of the solution was transferred to a test tube and taken to a fume hood. A copper wire was heated until glowing red in a Bunsen burner and dipped into the solution. The wire was then heated in the Bunsen flame and the colour recorded. ~2ml of the solution was transferred to a test tube and 10 drops of 3% hydrogen peroxide added, the mixture was then gently shaken before ~2.5ml of petrol were added. The biphasic solution was swirled and any changes observed were recorded. The aim of the experiment was to prepare the SnI4 from tin and iodine, isolate the product and examine its reactivity. 1g of tin metal, 2.5g of iodine, 10cm3 of toluene and 3 anti-bumping granules were added to a 100cm3 round bottom flask. The flask was then attached to a reflux condenser and placed in a heating mantle set to 100C to be heated until the purple vapour turned clear and the solution changed from purple to orange, the flask was then allowed to cool before the solution was decanted into a 100cm3 conical flask. 10cm3 of petroleum spirit 40/60 was added to the conical flask and left to cool in an ice bath. While the solution was cooling in the ice bath the left-over tin in the round bottom flask was washed with acetone then dried and weighed on a watch glass. The orange crystals formed in the conical flask were filtered and washed with cold petroleum spirit 40/60 under suction. The weight of the dried crystals was then recorded. To test the properties of the new crystals 1 heaped micro-spatula was dissolved in 15-20ml of water and shaken until the orange solid was no longer visible, the pH of the solution was tested using pH paper. The solution was then used in the following three tests. ~2ml of the solution was transferred to a test tube and 5 drops of 0.1M silver nitrate added, the mixture was then gently shaken and any observations recorded. ~2ml of the solution was transferred to a test tube and taken to a fume hood. A copper wire was heated until glowing red in a Bunsen burner and dipped into the solution. The wire was then heated in the Bunsen flame and the colour recorded.",0.7468855977058411,0.7799999713897705
"The aim of the experiment was to create a sample of Tin (IV) Iodide using reflux. I added 1g of tin, 2.5g of iodine, 10mL of toluene and 3 anti-bumping granules to a 100mL round bottomed flask. I then heated the solution under reflux until the condensate was colourless. At which point I removed the heat from the round bottomed flask and allowed it to cool until evaporation stops. I then decanted off the solution into a conical flash. I then added 10mL to the conical flask and allowing to cool to room temperature. I washed the residual tin in the round bottomed flask with acetone. And weighed the dry tin. I put the conical flask with the SnI4 in into an ice bath, to aid precipitation. I then vacuum filtered the crystals. I then dissolved a heaped spatula of the crystals in to 20mL of water, and transferred 2mL each to 3 test tubes. I added 2mL of 0.1M silver nitrate to the first test tube, resulting in a cr�me precipitate being formed. I heated up some copper wire red hot, and dipped the hot end in the second test tube. This resulted in a vibrant green coloured flame being emitted. To the third test tube I added 10 drops of 3% hydrogen peroxide, the solution changed colour from colourless to yellow/brown. And then I added 2mL of petrol, and a biphasic system evolved. The top layer was pink, the bottom layer was orange/red. The aim of the experiment was to create a sample of Tin (IV) Iodide using reflux. I added 1g of tin, 2.5g of iodine, 10mL of toluene and 3 anti-bumping granules to a 100mL round bottomed flask. I then heated the solution under reflux until the condensate was colourless. At which point I removed the heat from the round bottomed flask and allowed it to cool until evaporation stops. I then decanted off the solution into a conical flash. I then added 10mL to the conical flask and allowing to cool to room temperature. I washed the residual tin in the round bottomed flask with acetone. And weighed the dry tin. I put the conical flask with the SnI4 in into an ice bath, to aid precipitation. I then vacuum filtered the crystals. I then dissolved a heaped spatula of the crystals in to 20mL of water, and transferred 2mL each to 3 test tubes. I added 2mL of 0.1M silver nitrate to the first test tube, resulting in a cr�me precipitate being formed. I heated up some copper wire red hot, and dipped the hot end in the second test tube. This resulted in a vibrant green coloured flame being emitted.",0.6925699710845947,0.550000011920929
"The aim of this experiment was to facilitate a reaction between tin metal and iodine to produce and recrystallize tin (IV) iodide. In addition to this, three tests were performed to determine the reactions between various chemicals and a solution created from the addition of water to a sample of the recrystallized SnI4. 1.31g of tin metal, 2.52g of iodine, and 10ml of toluene were added to a 100ml Quickfit round bottom flask. This mixture was heated using a hot plate and a reflux condenser. The mixture was heated until the mixture changed from its original deep violet colour to orange, and its vapour turned clear. Once the reaction was completed the mixture was transferred to a conical beaker and 10ml of petroleum spirit 40/60 was added. The beaker was then placed on ice to allow for recrystallization of the SnI4. Once the crystals had formed and the solution was cool the crystals were filtered out using a Buchner funnel facilitated by petroleum spirit 40/60. From this point the tests were conducted using a solution of a micro spatula tip of SnI4 added to 20ml water that were thoroughly mixed. The first test consisted of 1-2ml of this solution being transferred to a test tube and then adding 4-5 drops of 0.1M silver nitrate, which was then shaken gently. The second test was conducted by placing a copper wire in the flame of a Bunsen Burner and noting the flame�s colour. Then the same copper wire was dipped into the SnI4 and water solution and placed back in the flame. The colour was once again noted. Finally, another 1-2ml of the solution were placed in a test tube and 10 drops of 3% hydrogen peroxide were added and the colour noted, then 2-3 ml of petroleum spirit 40/60 was added to the same test tube and the colour and biphasic separation was noted. All chemicals and solutions were disposed of in the appropriate containers. The aim of this experiment was to facilitate a reaction between tin metal and iodine to produce and recrystallize tin (IV) iodide. In addition to this, three tests were performed to determine the reactions between various chemicals and a solution created from the addition of water to a sample of the recrystallized SnI4. 1.31g of tin metal, 2.52g of iodine, and 10ml of toluene were added to a 100ml Quickfit round bottom flask. This mixture was heated using a hot plate and a reflux condenser. The mixture was heated until the mixture changed from its original deep violet colour to orange, and its vapour turned clear. Once the reaction was completed the mixture was transferred to a conical beaker and 10ml of petroleum spirit 40/60 was added. The beaker was then placed on ice to allow for recrystallization of the SnI4. Once the crystals had formed and the solution was cool the crystals were filtered out using a Buchner funnel facilitated by petroleum spirit 40/60. From this point the tests were conducted using a solution of a micro spatula tip of SnI4 added to 20ml water that were thoroughly mixed. The first test consisted of 1-2ml of this solution being transferred to a test tube and then adding 4-5 drops of 0.1M silver nitrate, which was then shaken gently. The second test was conducted by placing a copper wire in the flame of a Bunsen Burner and noting the flame�s colour. Then the same copper wire was dipped into the SnI4 and water solution and placed back in the flame. The colour was once again noted. Finally, another 1-2ml of the solution were placed in a test tube and 10 drops of 3% hydrogen peroxide were added and the colour noted, then 2-3 ml of petroleum spirit 40/60 was added to the same test tube and the colour and biphasic separation was noted.",0.7432044148445129,0.7799999713897705
"The aim of this experiment was to produce tin iodide (SnI4) from its elements. 1.0g of tin was added to 2.5g of iodine with 10cm3 of toluene. The solution was refluxed until the colour turned orange and no more vapour was condensing. The hot solution was decanted and 10cm3 of petroleum 40/60 added, and left to recrystallize in an ice bath. The tin residue was washed with acetone and dried to weigh. The crystals were dried under suction to afford the pure sample as crystals. A microspatula�s worth of crystals were dissolved in water, so that further tests could be done. First by mixing with Silver nitrate, secondly by heating the solution in a Bunsen flame, and thirdly by mixing with hydrogen peroxide and petroleum. The aim of this experiment was to produce tin iodide (SnI4) from its elements. 1.0g of tin was added to 2.5g of iodine with 10cm3 of toluene. The solution was refluxed until the colour turned orange and no more vapour was condensing. The hot solution was decanted and 10cm3 of petroleum 40/60 added, and left to recrystallize in an ice bath. The tin residue was washed with acetone and dried to weigh. The crystals were dried under suction to afford the pure sample as crystals.",0.7220638990402222,0.550000011920929
"The aim of this experiment is to form the tin iodine species, SnI4, and test it�s reactivity using three different methods. First, transfer 1g of tin metal to a round-bottom flask and then add in 2.5g of iodine pellets. Then add 10cm3 of toulene and two or three anti-bumping granules. Next, put the flask on a hot plate, make sure it is properly secured using a clamp and connect a reflux condenser. The solution should start off as a violet/purple colour and become orange as the reaction progresses. After this colour change occurs, the hot plate should be switched off and the flask taken off it to allow it to cool down. Pour out the solution into a conical flask, leaving behind the unreacted tin in the round-bottom flask. Add 10cm3 of petroleum 40/60 to the conical flask to allow the solution to cool. Wash the unreacted tin out of the round-bottom flask with acetone and weigh it once it has dried. Orange crystals should start to form as the conical flask cools down. To increase crystallization, cool in an ice bath. After this, filter the solution using a Buchner funnel to separate the solution and crystals. To perform the chemical tests, you first need to dissolve a micro-spatula tip of SnI4 into 15-20mL of water and shake until the crystals are no longer visible and check the pH using pH paper. Test 1: Put 1-2mL of the solution into a test tube and put in 4 or 5 drops of 0.1M silver nitrate. For 30 seconds, shake the test tube gently. Record what happens. Test 2: Put 1-2mL of the solution into a test tube. Using a Bunsen burner, heat up a copper wire until it glows red and then put it into the solution, then reheat the copper wire and see what colour the flame goes.",0.7193323373794556,0.4000000059604645
"The aim of this experiment was to prepare tin iodide, SnI4, from its elements, by weighing these out and being especially careful when weighing out iodide, and the performing a series of tests to examine the reactivity of the made tin iodide species. The experiment was started by firstly weighing out 1.0g, 1.01 was weighed, of tin and 2.5 g of iodine. These were then placed in a 100 mL quick fit round-bottom flask, with 10 cm3 of toluene and placed on a heating mantle. After adding a 3 anti-bumping granulates, a condenser was placed on top and the mixture was then heated under reflux until the originally violet solution became orange. After that, the hot solution was decanted and moved to a flask, leaving residual tin in the reaction flask, and petroleum spirit 40/60 was then added to the flask with the hot solution. The residual tin was washed with acetone and set out on a watch glass to dry. The hot solution created orange crystals as it cooled, an ice bath should be used to maximize this crystallization. After the crystals are filtered off under vacuum and washed, chemical tests can be performed. First, the crystals should be dissolved in 15-20 mL of water. For the first test, 2 mL of the solution was added to a test-tube with 4 drops of 0.1 M silver nitrate The second test required 2 mL of the solution in a test tube and then a flame test was done using a copper wire. The third test required 2 mL of the solution to be moved to a test tube and 10 drops of 3% hydrogen peroxide was added. This was shaken for around 30 seconds and 2 mL of petrol was added. The aim of this experiment was to prepare tin iodide, SnI4, from its elements, by weighing these out and being especially careful when weighing out iodide, and the performing a series of tests to examine the reactivity of the made tin iodide species. The experiment was started by firstly weighing out 1.0g, 1.01 was weighed, of tin and 2.5 g of iodine. These were then placed in a 100 mL quick fit round-bottom flask, with 10 cm3 of toluene and placed on a heating mantle. After adding a 3 anti-bumping granulates, a condenser was placed on top and the mixture was then heated under reflux until the originally violet solution became orange. After that, the hot solution was decanted and moved to a flask, leaving residual tin in the reaction flask, and petroleum spirit 40/60 was then added to the flask with the hot solution. The residual tin was washed with acetone and set out on a watch glass to dry. The hot solution created orange crystals as it cooled, an ice bath should be used to maximize this crystallization. After the crystals are filtered off under vacuum and washed, chemical tests can be performed. First, the crystals should be dissolved in 15-20 mL of water. For the first test, 2 mL of the solution was added to a test-tube with 4 drops of 0.1 M silver nitrate The second test required 2 mL of the solution in a test tube and then a flame test was done using a copper wire.",0.726287305355072,0.75
"Aim of this experiment is to synthesise SnI4 from its elements. The product will then be tested with silver nitrate (0.1 M), hydrogen peroxide (3%) and petrol, and the Beilstein test to explore its reactivity. Tin metal (1.0 g), iodine pellets (2.5 g), toluene (10 cm3) and 2 or 3 anti-bumping granules were heated under reflux until a violet vapour started condensing. The solution was allowed to cool until the solvent stopped condensing. The residual tin was then washed with acetone and left to dry. Petroleum spirit (10 cm3, 40/60) was added to the hot solution and left to cool to room temperature and then furthered cooled in an ice bath in order to maximise crystallization. The product was vacuum filtered to separate the crystals from the solution and washed with petroleum spirit (10 cm3, 40/60). The final product, SnI4, was collected and observed as orange crystals. A solution was then made from the synthesized SnI4 (heaped spatula) with water (20 mL). When the orange solid had fully dissolved, the pH of the solution was tested using universal pH paper. Resulting in an orange colour being observed and hence, an acidic solution. Test 1 - Adding the solution prepared above (2 mL) to silver nitrate (5 drops, 0.1 M). Test 2 � End of a copper wire was heated and placed into the prepared solution and then was heated on Bunsen Burner. Test 3 � Hydrogen peroxide (10 drops, 3 %) was added to the prepared solution (2 mL), after 30 seconds of shaking the solution petrol was added (2 mL) Aim of this experiment is to synthesise SnI4 from its elements. The product will then be tested with silver nitrate (0.1 M), hydrogen peroxide (3%) and petrol, and the Beilstein test to explore its reactivity. Tin metal (1.0 g), iodine pellets (2.5 g), toluene (10 cm3) and 2 or 3 anti-bumping granules were heated under reflux until a violet vapour started condensing. The solution was allowed to cool until the solvent stopped condensing. The residual tin was then washed with acetone and left to dry. Petroleum spirit (10 cm3, 40/60) was added to the hot solution and left to cool to room temperature and then furthered cooled in an ice bath in order to maximise crystallization. The product was vacuum filtered to separate the crystals from the solution and washed with petroleum spirit (10 cm3, 40/60). The final product, SnI4, was collected and observed as orange crystals. A solution was then made from the synthesized SnI4 (heaped spatula) with water (20 mL). When the orange solid had fully dissolved, the pH of the solution was tested using universal pH paper. Resulting in an orange colour being observed and hence, an acidic solution. Test 1 - Adding the solution prepared above (2 mL) to silver nitrate (5 drops, 0.1 M). Test 2 � End of a copper wire was heated and placed into the prepared solution and then was heated on Bunsen Burner.",0.6856897473335266,0.800000011920929
